instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persRole,persSuffix,persNote,memberType,member,affiliated,order,year,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.68661581,-105.9364675,,,,﻿j_b_lamy_001,﻿Rt. Rev.,﻿J. B. Lamy,,﻿D.D.,,,,,,1870,﻿,﻿,﻿Santa Fé,SantaFe
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.68661581,-105.9364675,,,,﻿j_a_truchard_001,﻿Rev.,﻿J. A. Truchard,﻿Rector,,,,,,,1870,﻿,﻿,﻿Santa Fé,SantaFe
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.68661581,-105.9364675,,,,﻿p_bernal_001,﻿Rev.,﻿P. Bernal,﻿Assistant,,,,,,,1870,﻿,﻿,﻿Santa Fé,SantaFe
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.68661581,-105.9364675,,,,,﻿Rev.,﻿- Lestra,﻿Assistant,,,,,,,1870,﻿,﻿,﻿Santa Fé,SantaFe
﻿san.nm.0002,﻿chapel,﻿Chapel of N. Sen. del Rosario,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.69441449,-105.947463,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1870,﻿,﻿,﻿Santa Fé,SantaFe
﻿san.nm.0003,﻿chapel,﻿Chapel of Na. Senora de Guadelupe,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.68690987,-105.9449784,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1870,﻿,﻿,﻿Santa Fé,SantaFe
﻿san.nm.0004,﻿chapel,﻿Chapel of San Miguel,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.68351136,-105.9376928,,,,,,,,,,,,,,1870,﻿,﻿,﻿Santa Fé,SantaFe
﻿san.nm.0005,﻿chapel,﻿Chapel of Na. Sra. de la Luz,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6748087,-105.9154969,,,,,,,,,,,,,,1870,﻿,﻿,﻿Santa Fé,SantaFe
﻿san.nm.0200,﻿chapel,﻿Chapel of Na. Sra. de la Luz,English,,"﻿Las Colonias, Rio de la Vaca",﻿Santa Fé,,,,,﻿NM,,35.54160726,-105.5840268,,,,,,,,,,,,,,1870,﻿,﻿,﻿Santa Fé,SantaFe
﻿san.nm.0006,﻿chapel,﻿Chapel of San Isidro,English,,,﻿Santa Fé,,,﻿Aguafria,﻿Aguafria,﻿NM,,35.65833896,-106.01428,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1870,﻿,﻿,﻿Santa Fé,SantaFe
