instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿pit.pa.0002,﻿church,﻿St. Patrick's,English,,,,,﻿Allegheny County,﻿Pittsburg,﻿Pittsburg,﻿PA,﻿PA,40.44954473,-79.985124,,,,﻿c_b_maguire_901,﻿Rev.,﻿C. B. Maguire,,,,,,,,1833,﻿https://pghshrines.org/st-patrick-1,,﻿,﻿,Philadelphia,Philadelphia
﻿pit.pa.0001,﻿church,﻿St. Paul's,English,﻿Unfinished,,,,﻿Allegheny County,﻿Pittsburg,﻿Pittsburg,﻿PA,﻿PA,40.44783415,-79.94997296,,,,﻿#REF!,,,,,,,,,,1833,﻿https://www.saintpaulcathedral.org/,,﻿,﻿,Philadelphia,Philadelphia
﻿phi.pa.0119,﻿church,﻿St. Patrick's,English,﻿3 Sundays in the month,,,,﻿Schuylkill County,﻿Pottsville,﻿Pottsville,﻿PA,﻿PA,40.68308469,-76.19720629,,,,﻿edw_mcarthy_901,﻿Rev.,﻿E. McCarthy,,,,,,,,1833,﻿https://www.stpatrickpottsville.org/,,﻿,﻿,Philadelphia,Philadelphia
﻿phi.pa.0043,﻿church,﻿St. Peter's,English,,,,,﻿Berks County,﻿Reading,﻿Reading,﻿PA,﻿PA,40.33004804,-75.92859369,,,,﻿edw_mcarthy_901,﻿Rev.,﻿E. McCarthy,,,,,,,,1833,﻿https://stpeterchurchreading.org/our-parish/,,﻿,﻿,Philadelphia,Philadelphia
﻿scr.pa.0081,﻿church,not recorded,English,﻿once a month,,,,﻿Susquehanna County,﻿Silver Lake,﻿Brackney,﻿PA,﻿PA,41.96504028,-75.95388103,,,,﻿w_clancey_901,﻿Rev.,﻿W. J. Clancey,,,,,,,,1833,﻿https://www.dioceseofscranton.org/find-a-parish/saint-brigid-parish-friendsville/,,﻿,﻿,Philadelphia,Philadelphia
﻿pit.pa.9004,﻿church,﻿St. Francis,English,﻿twice a month,,,,﻿Westmoreland County,﻿Sportsman's Hall,﻿Latrobe,﻿PA,,40.29343638,-79.40820166,,,,﻿jam_a_stillinger_001,﻿Rev.,﻿J. A Stillinger,,,﻿resides at Blairsville,,,,,1833,"﻿https://saintvincentarchabbey.org/who-we-are/phase-ii/ ; https://www.hmdb.org/m.asp?m=80113 ;
https://saintvincentcemetery.com/history/",,﻿,﻿,Philadelphia,Philadelphia
﻿pit.pa.0101,﻿church,not recorded,English,﻿Once a month,,,﻿Franklin County,﻿Franklin County,﻿Waynesburg,﻿Waynesburg,﻿PA,﻿PA,39.89623483,-80.18364295,,,,﻿fer_mccosker_901,﻿Rev.,﻿Ferdinand M'Cosker,,,,,,,,1833,﻿https://waynesboropa.gov/history/ ; https://www.stmatthiasgreene.org/,,﻿,﻿,Philadelphia,Philadelphia
﻿pit.pa.0101,﻿church,not recorded,English,﻿Church not finished,,,﻿Greene County,﻿Greene County,﻿Waynesburg,﻿Waynesburg,﻿PA,﻿PA,39.89621361,-80.18363432,,,,﻿#REF!,,,,,,,,,,1833,﻿https://www.stmatthiasgreene.org/st-ann,,﻿,﻿,Philadelphia,Philadelphia
﻿phi.pa.0070,﻿church,﻿Christ Church,English,﻿3d Sunday,,,,﻿Chester County,﻿West-Chester,﻿West Chester,﻿PA,﻿PA,39.95928452,-75.60872375,,,,﻿geo_a_carrell_901,﻿Rev.,﻿G. A. Carrell,,,﻿resides at Wilmington,,,,,1833,"﻿https://en.wikipedia.org/wiki/West_Chester,_Pennsylvania ; https://www.saintagnesparish.org/about-the-church",,﻿,﻿,Philadelphia,Philadelphia
﻿phi.pa.9003,﻿academy,﻿Academy for Young Gentlemen,English,﻿S. Fourth street,,,,﻿Philadelphia County,﻿Philadelphia,﻿Philadelphia,﻿PA,﻿PA,39.94592348,-75.14856007,,,,﻿jer_keily_901,﻿Rev.,﻿Jeremiah Keily,,,,,,,,1833,﻿https://www.jstor.org/stable/44210029?seq=16,,﻿,﻿,Philadelphia,Philadelphia
﻿phi.pa.9004,﻿academy,﻿Academy for Young Gentlemen,English,﻿S. Thirteenth street,,,,﻿Philadelphia County,﻿Philadelphia,﻿Philadelphia,﻿PA,﻿PA,39.95113308,-75.16089934,,,,﻿joh_hughes_901,﻿Rev.,﻿John Hughes,,,,,,,,1833,﻿https://www.jstor.org/stable/44210029?seq=18,,﻿,﻿,Philadelphia,Philadelphia
﻿pit.pa.9005,﻿convent,﻿St. Clare's Convent,English,,,,,,﻿Pittsburg,,﻿PA,,40.46050292,-80.00420065,,,,﻿#REF!,,,,,,,,,,1833,"﻿""In 1828 the Poor Claire nuns came to Pittsburgh and established a convent and academy on Nunnery Hill in Allegheny City -present day North Side of Pittsburgh."" (https://pghshrines.org/history-st-stanislaus)",,﻿,﻿,Philadelphia,Philadelphia
