instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,notes,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿phi.pa.0070,﻿church,﻿Christ Church,English,,,,,﻿Chester County,﻿West-Chester,﻿West Chester,﻿PA,﻿PA,39.95928452,-75.60872375,,,﻿[visited every] 3d Sunday [by] Rev. Patrick Reily,﻿pat_reilly_901,﻿Rev.,﻿Patrick Reily,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿pit.pa.9005,﻿church,not recorded,English,,,,,,﻿Williamsburg,,﻿PA,,,,,,"﻿alternately, 4th Sund.",﻿pat_leavy_901,﻿Rev.,﻿P. Leavy,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿pit.pa.9006,﻿church,not recorded,English,,,,,,﻿Alexandria,,﻿PA,,,,,,"﻿alternately, 4th Sund.",﻿pat_leavy_901,﻿Rev.,﻿P. Leavy,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿wil.de.0001,﻿church,﻿St. Peter's Church,English,,,,,﻿New Castle County,﻿Wilmington,﻿Wilmington,﻿DE,﻿DE,39.744655,-75.5483909,,,,﻿pat_kenny_901,﻿Rev.,﻿Patrick Kenny,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿wil.de.0001,﻿church,﻿St. Peter's Church,English,,,,,﻿New Castle County,﻿Wilmington,﻿Wilmington,﻿DE,,39.744655,-75.5483909,,,,﻿geo_a_carrell_901,﻿Rev.,﻿George A. Carrell,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿wil.de.0006,﻿church,﻿St. Mary's,English,,,,,﻿New Castle County,﻿Coffee Run,﻿Hockessin,﻿DE,﻿DE,39.7690811,-75.6616973,,,﻿[visited] twice a month [by] Rev. P. Kenny,﻿pat_kenny_901,﻿Rev.,﻿P. Kenny,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿wil.de.0007,﻿church,﻿St. Peter's,English,,,,,﻿New Castle County,﻿New Castle,﻿New Castle,﻿DE,﻿DE,39.6625154,-75.5646843,,,﻿[visited] occasionally [by] Rev. G. A. Carrell,﻿geo_a_carrell_901,﻿Rev.,﻿G. A. Carrell,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿new.nj.9000,﻿church,﻿St. Mary's,English,,,,,﻿Atlantic County,﻿Pleasant Mills,﻿Mullica Township,﻿NJ,﻿NJ,39.63816024,-74.64656862,,,﻿[visited] occasionally [by] Rev. Patrick Reily,﻿pat_reilly_901,﻿Rev.,﻿Patrick Reily,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿new.nj.0102,﻿church,﻿St. John Baptist,English,,,,,﻿Mercer County,﻿Trenton,﻿Trenton,﻿NJ,﻿NJ,40.19908625,-74.7582005,,,,﻿pat_reilly_901,﻿Rev.,﻿Patrick Reily,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿phi.pa.0144_02,﻿seminary,﻿Theological Seminary,English,,,,,,﻿Philadelphia,,﻿PA,,,,,,,,﻿Rev.,﻿Peter R. Kenrick,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿phi.pa.9003,﻿academy,﻿Academy for Young Gentlemen,English,﻿S. Fourth street,,,,﻿Philadelphia County,﻿Philadelphia,﻿Philadelphia,﻿PA,﻿PA,,,,,,﻿jer_keiley_901,﻿Rev.,﻿Jeremiah Keily,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿phi.pa.9004,﻿academy,﻿Academy for Young Gentlemen,English,﻿S. Thirteenth street,,,,﻿Philadelphia County,﻿Philadelphia,﻿Philadelphia,﻿PA,﻿PA,,,,,,﻿joh_hughes_901,﻿Rev.,﻿John Hughes,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿wil.de.9000,﻿academy,﻿Young Ladies' Academy,English,,,,,,﻿Wilmington,,﻿DE,,,,,,,,,,,,,,,﻿Sisters of Charity,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿pit.pa.9005,﻿convent,﻿St. Clare's Convent,English,,,,,,﻿Pittsburg,,﻿PA,,,,,,,,,,,,,,,,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿phi.pa.0255,﻿asylum,﻿St. Joseph's Asylum,English,,,,,,﻿Philadelphia,,﻿PA,,,,,,,,,,,,,﻿religious,﻿5 sisters,﻿Sisters of Charity,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿phi.pa.0028_02,﻿asylum,﻿St. John's Asylum,English,,,,,,﻿Philadelphia,,﻿PA,,,,,,,,,,,,,﻿religious,﻿7 sisters,﻿Sisters of Charity,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿phi.pa.0004_93,﻿day school,﻿St. John's Day School,English,,,,,,﻿Philadelphia,,﻿PA,,,,,,,,,,,,,﻿religious,﻿5 sisters,﻿Sisters of Charity,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿phi.pa.9005,﻿school,﻿Sacred Heart School,English,,,,,,﻿Philadelphia,,﻿PA,,,,,,,,,,,,,﻿religious,﻿4 sisters,﻿Sisters of Charity,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿phi.pa.0005_92,﻿school,﻿St. Mary's Free School,English,,,,,,﻿Philadelphia,,﻿PA,,,,,,,,,,,,,﻿religious,﻿3 sisters,﻿Sisters of Charity,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿phi.pa.0010_02,﻿school,﻿St. Michael's Free School,English,,,,,,﻿Philadelphia,,﻿PA,,,,,,,,,,,,,﻿religious,﻿3 sisters,﻿Sisters of Charity,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿wil.de.0001_01,﻿asylum,﻿St. Peter's Asylum,English,,,,,,﻿Wilmington,,﻿DE,,,,,,,,,,,,,﻿religious,﻿3 sisters,﻿Sisters of Charity,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿wil.de.0001_02,﻿day school,﻿St. Peter's Day School,English,,,,,,﻿Wilmington,,﻿DE,,,,,,,,,,,,,﻿religious,﻿4 sisters,﻿Sisters of Charity,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
﻿har.pa.9000,﻿school,﻿St. John's Baptist,English,,﻿McSherrystown,,,,﻿Conewago,,﻿PA,,,,,,,,,,,,,﻿religious,﻿2 sisters,﻿Sisters of Charity,,1835,,﻿,﻿,﻿Philadelphia,Philadelphia
