instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿bal.md.0093,﻿church,not recorded,English,,,,﻿St. Mary's County,﻿St. Mary's County,﻿St. Inigoes,﻿St. Inigoes,﻿MD,﻿MD,﻿38.14984262,﻿-76.42361732,,,,﻿jos_carbery_901,﻿Rev.,﻿Joseph Carbery,,,,,,,,1833,"﻿https://en.wikipedia.org/wiki/St._Ignatius_Roman_Catholic_Church_(St._Inigoes,_Maryland) ;  https://historicstignatius.com/",,,,﻿,﻿,Baltimore,Baltimore
﻿bal.md.0093,﻿church,not recorded,English,,,,﻿St. Mary's County,﻿St. Mary's County,﻿St. Inigoes,﻿St. Inigoes,﻿MD,,﻿38.14984262,﻿-76.42361732,,,,﻿tho_finigan_901,﻿Rev.,﻿Finigan,,,,,,,,1833,,,,,﻿,﻿,Baltimore,Baltimore
﻿bal.md.0100,﻿church,﻿St. John's,English,﻿2nd and 4th Sund.,,,﻿St. Mary's County,﻿St. Mary's County,,﻿Hollywood,﻿MD,﻿MD,﻿38.33322882,﻿-76.55827529,,,,﻿tho_d_monelly_901,﻿Rev.,﻿Thomas D. Monelly,,,,,,,,1833,﻿https://www.stjohnsparishhollywood.org/our-parish,,,,﻿,﻿,Baltimore,Baltimore
﻿bal.md.0101,﻿church,﻿St. Joseph's,English,﻿1st and 3rd Sund.,,,﻿St. Mary's County,﻿St. Mary's County,,﻿Morganza,﻿MD,﻿MD,﻿38.3757759,﻿-76.69718499,,,,﻿tho_d_monelly_901,﻿Rev.,﻿Thomas D. Monelly,,,,,,,,1833,﻿https://www.stjosephmorganza.org/,,,,﻿,﻿,Baltimore,Baltimore
﻿wil.de.0016,﻿church,﻿St. Joseph's,English,"﻿E.S., 1st and 4th Sund.",,,﻿Talbot County,﻿Talbot County,,﻿Cordova,﻿MD,﻿MD,﻿38.90987573,﻿-76.0133689,,,,﻿joh_b_carey_901,﻿Rev.,﻿John B. Carey,,,,,,,,1833,﻿https://ssppparisheaston.org/churches/saint-joseph-cordova/,,,,﻿,﻿,Baltimore,Baltimore
﻿bal.md.0094,﻿church,﻿St. Nicholas,English,,,,﻿St. Mary's County,﻿St. Mary's County,,﻿Lexington Park,﻿MD,﻿MD,﻿38.26242269,﻿-76.44376994,,,,﻿jos_carbery_901,﻿Rev.,﻿Joseph Carbery,,,,,,,,1833,﻿https://www.hmdb.org/m.asp?m=999,,,,﻿,﻿,Baltimore,Baltimore
﻿bal.md.0069,﻿church,not recorded,English,,﻿St. Thomas' Manor,,﻿Charles County,﻿Charles County,,﻿Port Tobacco,﻿MD,﻿MD,﻿38.46547185,﻿-77.02360369,,,,﻿f_neale_901,﻿Rev.,﻿Francis Neale,,,,,,,,1833,﻿https://en.wikipedia.org/wiki/St._Thomas_Manor ; https://www.chapelpoint.org/,,,,﻿,﻿,Baltimore,Baltimore
﻿bal.md.0069,﻿church,not recorded,English,,﻿St. Thomas' Manor,,﻿Charles County,﻿Charles County,,﻿Port Tobacco,﻿MD,,﻿38.46547185,﻿-77.02360369,,,,﻿ign_coombes_901,﻿Rev.,﻿Ignatius Coombes,,,,,,,,1833,,,,,﻿,﻿,Baltimore,Baltimore
﻿bal.md.0069,﻿church,not recorded,English,,﻿St. Thomas' Manor,,﻿Charles County,﻿Charles County,,﻿Port Tobacco,﻿MD,,﻿38.46547185,﻿-77.02360369,,,,﻿phi_a_sacchi_901,﻿Rev.,﻿Philip A. Sacchi,,,,,,,,1833,,,,,﻿,﻿,Baltimore,Baltimore
﻿bal.md.0056,﻿church,not recorded,English,,,,﻿Frederick County,﻿Carroll County,﻿Taneytown,﻿Taneytown,﻿MD,﻿MD,﻿39.65846031,﻿-77.17962447,,,,﻿nic_zocchi_901,﻿Rev.,﻿Nicholas Zocchi,,,,,,,,1833,﻿https://www.stjosephtaneytown.org/,,,,﻿,﻿,Baltimore,Baltimore
