instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,NOTES,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿new.la.0041,﻿church,not recorded,English,,,,﻿St. Tammany Parish,﻿St. Tammany Parish,,﻿Covington,﻿LA,﻿LA,30.47357662,-90.10147008,,,,,,,,,,,,,,1834,"﻿https://en.wikipedia.org/wiki/St._Tammany_Parish,_Louisiana ; https://www.stpeterparish.com/st-peter-parish-history ; This church website says that a proper parish wasn't established until 1840s. I think it is fair to say that the sentence about the wooden structure being built refers to what existed before it was official. Or, as with other diocese in the 1860s and 1870s, this might have been held out of a communal place. Either way, I think this church is the postcessor of what we see here in the 1833 almanac.",﻿,﻿,﻿New Orleans,NewOrleans
﻿new.la.0079,﻿church,﻿St. Bernard,English,,,,﻿St. Bernard Parish,﻿St. Bernard Parish,﻿Terre aux bœufs,﻿St. Bernard,﻿LA,﻿LA,29.86739158,-89.81809799,,,,,,,,,,,,,,1834,,﻿,﻿,﻿New Orleans,NewOrleans
﻿new.la.0106,﻿convent,﻿Ursuline Convent,English,,,,,﻿Orleans Parish,﻿New Orleans,﻿New Orleans,﻿LA,﻿LA,29.96083079,-90.0607014,,,,﻿j_m_benniot_901,﻿Rev.,﻿N. Benniot,,,,,,,,1834,﻿https://oldursulineconventmuseum.com/,﻿,﻿,﻿New Orleans,NewOrleans
﻿new.la.0082,﻿church,﻿St. John Baptist,English,,,,,﻿Lafayette Parish,﻿Vermillionville,﻿Lafayette,﻿LA,﻿LA,30.22284666,-92.02353985,,,,﻿law_peyretti_901,﻿Rev.,﻿L. Peyretti,,,,,,,,1834,﻿https://en.wikipedia.org/wiki/Vermilionville_Historic_Village ; https://saintjohncathedral.org/200-year-history,﻿,﻿,﻿New Orleans,NewOrleans
﻿nat.ms.0001,﻿church,﻿Church of the Holy Family,English,,,,,﻿Adams County,﻿Natches,﻿Natchez,﻿MS,﻿MS,31.55865469,-91.40131775,,,,,,,,,﻿Vacant,,,,,1834,"﻿I believe this is the same church, or grew out of the same congregation. Per the church's site, Catholic congregated and held service on their own before a priest was sent in. The fact the almanac says vacant speaks to this historic fact. As such, I am saying this is the same institution, or a precursor to it, and keeping the ID for that reason: https://www.stmarybasilica.org/history/",﻿,﻿,﻿New Orleans,NewOrleans
﻿new.la.9008,﻿seminary,not recorded,English,,,,﻿Iberville Parish,,,,﻿LA,﻿LA,,,,,,,,,,,,,,,,1834,"﻿I don't think this place exists anymore. Also, the fact that this location is identified by county/parish, rather than city, makes it quite difficult to find info on.",﻿,﻿,﻿New Orleans,NewOrleans
﻿new.la.9009,﻿academy,﻿Young Ladies' Academy,English,,﻿Grand Coteau,,,﻿St. Landry Parish,﻿Opeloussas,﻿Opelousas,﻿LA,﻿LA,30.54278349,-92.07697243,,,,,,,,,,,,﻿conducted by the Ladies of the Sacred Heart,,1834,﻿https://cajuntravel.com/things/academy-of-the-sacred-heart/,﻿,﻿,﻿New Orleans,NewOrleans
﻿new.la.0108_02&0108_03,"﻿convent, academy",﻿Convent and Academy of the Ladies of the Sacred Heart,English,,﻿at St. Michael's,,﻿St. James Parish,﻿St. James Parish,,﻿Convent,﻿LA,﻿LA,30.00991905,-90.82733222,,,,,,,,,,,,﻿conducted by the Ladies of the Sacred Heart,,1834,,﻿,﻿,﻿New Orleans,NewOrleans
﻿new.la.9013,﻿asylum,﻿Poydras Asylum,English,,,,,﻿Orleans Parish,﻿New Orleans,﻿New Orleans,﻿LA,﻿LA,,,,,,,,,,,,﻿religious,﻿7 sisters,﻿conducted by the Ladies of the Sacred Heart,,1834,﻿https://www.poydrashome.com/about-us/mission-history/,﻿,﻿,﻿New Orleans,NewOrleans
﻿new.la.9014,﻿hospital,﻿Charity Hospital,English,,,,,﻿Orleans Parish,﻿New Orleans,﻿New Orleans,﻿LA,﻿LA,,,,,,,,,,,,﻿religious,﻿10 sisters,﻿conducted by the Ladies of the Sacred Heart,,1834,,﻿,﻿,﻿New Orleans,NewOrleans
