instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,NOTES,courses,Unnamed: 33,Unnamed: 34,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿lou.ky.0016,﻿church,﻿St. Louis,English,,,,﻿Jefferson County,﻿Jefferson County,﻿Louisville,﻿Louisville,﻿KY,,38.23690764,-85.76363854,,,,﻿steinsmidt_901,﻿Rev. Mr.,﻿Steinsmidt,,,,,,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0059,﻿church,not recorded,English,,,,﻿Union County,﻿Union County,﻿Morganfield,﻿Morganfield,﻿KY,﻿KY,37.68256297,-87.9215952,,,,﻿eli_j_durbin_001,﻿Rev.,﻿Elisha J. Durbin,,,,,,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0063,﻿church,not recorded,English,,,,,,﻿New Haven,,﻿KY,,37.6603098,-85.5909759,,﻿[visited] every second Sunday [by] Rev. A. A. Aud.,,﻿a_a_aud_001,﻿Rev.,﻿A. A. Aud.,,,,,,,,1838,,﻿https://stcatherinenewhaven.org/,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0065,﻿church,not recorded,English,,,,,﻿Daviess County,﻿Owensboro,,﻿KY,﻿KY,37.769766,-87.1159126,,,,﻿joh_wathen_901,﻿Rev.,﻿J. C. Wathen,,,,,,,,1838,,﻿https://ststephencathedral.org/about/,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0048,﻿church,﻿St. Charles,English,,,,,﻿Marion County,,﻿Loretto,﻿KY,﻿KY,37.6728593,-85.44784585,,,,﻿lew_petit_901,﻿Rev.,﻿Lewis Petit,,,,,,,,1838,,﻿http://sfahc.com/holy-cross,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.0056,﻿church,﻿St. Pius' Church,English,,,,﻿Scott County,,﻿Frankfort,,﻿KY,,,,,,,﻿j_a_drew_901,﻿Rev.,﻿J. A. Drew,,,,,,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0091,﻿church,﻿St. Thomas' Church,English,,,,,,,﻿Bardstown,﻿KY,﻿KY,37.76659691,-85.48401476,,,,﻿a_a_aud_001,﻿Rev.,﻿A. A. Aud.,,,,,,,,1838,,﻿https://www.saintthomasbardstown.org/ ; https://ia801606.us.archive.org/13/items/historicaltribut00howl/historicaltribut00howl.pdf,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0102,﻿church,not recorded,English,,,,﻿Spencer County,﻿Spencer County,,﻿Taylorsville,﻿KY,﻿KY,38.03301885,-85.34467741,,,,﻿jam_elliott_001,﻿Rev.,﻿J. Elliott,,,﻿of Fairfield,,,,,1838,,﻿https://www.allsaintstville.org/history,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,36.16652078,-86.78395778,,,﻿visited semi-annually by Rev.  E. J. Durbin,﻿eli_j_durbin_001,﻿rev.,﻿E. J. Durbin,,,"﻿dwelling at Morganfield, KY",,,,,1838,,"﻿https://www.hmdb.org/m.asp?m=36240 ; https://en.wikipedia.org/wiki/Cathedral_of_the_Incarnation_(Nashville,_Tennessee)",,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0106,﻿seminary,﻿St. Thomas' Diocesan Seminary,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,﻿KY,37.766944,-85.483333,,,,﻿wal_s_coomes_001,﻿Rev.,﻿Walter S. Coomes,,﻿President,,﻿student,﻿20 students,,,1838,,﻿https://en.wikipedia.org/wiki/St._Thomas_Church_and_Howard%E2%80%93Flaget_House,"﻿Reading, Writing, Arithmetic, English Grammar, Geography, Book-keeping, Surveying, Mathematics, Latin, Greek and French","﻿Reading, Writing, Arithmetic, English Grammar, Geography, Book-keeping, Surveying, Mathematics, Latin, Greek and French",﻿by the Right Rev. Bishop of Bardstown in 1811,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,﻿KY,37.69344761,-85.26339642,,,,﻿jos_t_jarboe_001,﻿Rev.,﻿J. T. Jarboe,,﻿Prior,﻿the Noviceship for the country is kept here,﻿religious,,﻿[under the direction of] the Dominicans,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿s_l_montgomery_901,﻿Rev.,﻿S. L. Montgomery,,,,﻿layperson,,﻿[under the direction of] the Dominicans,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿polin_901,﻿Rev.,﻿Thomas Polin,,,,﻿layperson,,﻿[under the direction of] the Dominicans,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿joh_h_mcgrady_901,﻿Rev.,﻿J. H. McGrady,,,,﻿layperson,,﻿[under the direction of] the Dominicans,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿bowling_901,﻿Rev.,﻿C. D. Bowlin,,,,﻿layperson,,﻿[under the direction of] the Dominicans,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿jam_v_bullock_901,﻿Rev.,﻿J. V. Bullock,,,,﻿layperson,,﻿[under the direction of] the Dominicans,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089_92,﻿convent,﻿Dominican Convent,English,,,,﻿Washington County,﻿Washington County,﻿Springfield,﻿Springfield,﻿KY,,37.69344761,-85.26339642,,,,﻿j_g_alliman_901,﻿Rev.,﻿A. G. Alliman,,,,﻿layperson,,﻿[under the direction of] the Dominicans,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,﻿KY,37.81142142,-85.47126817,,,,﻿geo_a_elder_901,﻿Rev.,﻿George A. M. Elder,,﻿President,,﻿student,﻿150 students,,,1838,,"﻿No longer an active institution, now a whiskey museum. Here is info on its history: https://www.jesuits.org/our-work/shmr/what-we-have-learned/st-josephs-college-bardstown-kentucky/ ; https://en.wikipedia.org/wiki/Spalding_Hall","﻿The branches actually taught, are the languages, viz: Latin, Greek, French and Spanish, Mathematics, Latin and English Versification: Rhetoric, including composition and elocution, Mental Philosophy, Natural Philosophy, including the elements of Chemistry, Pneumatics, Electricity, Experimental Philosophy, History and Geography, with the use of the maps and globes, are taught with particular attention.",,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿jam_m_lancaster_001,﻿Rev.,﻿J. M. Lancaster,,﻿Vice President,,﻿student,﻿150 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿jos_rogers_901,﻿Rev.,﻿J. Rogers,,,,﻿student,﻿150 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿cha_i_coomes_001,﻿Rev.,﻿C. J. Coomes,,﻿Professor,,﻿student,﻿150 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿edw_a_clarke_901,﻿Rev.,﻿Edward A. Clarke,,﻿Professor,,﻿student,﻿150 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿hyp_de-luynes_001,﻿Rev.,﻿H. De Luynes,,﻿Professor,,﻿student,﻿150 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0105,﻿college,﻿St. Joseph's College,English,,,,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,,37.81142142,-85.47126817,,,,﻿wil_f_clarke_001,﻿Rev.,﻿William E. Clarke,,﻿Professor,,﻿student,﻿150 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,﻿KY,37.56946499,-85.34408288,,,,﻿pet_chazelle_901,﻿Rev.,﻿Peter Chazelle,﻿S.J.,﻿President,,﻿student,﻿100 students,,,1838,,﻿NOTE: THIS LOCATION SHIFTS BACK AND FORTH BETWEEN BEING DESCRIBED AS A SEMINARY VS AS A COLLEGE (DESPITE BEING THE SAME PLACE) https://en.wikipedia.org/wiki/St._Mary%27s_College_(Kentucky) ; https://explorekyhistory.ky.gov/items/show/260,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿wil_murphy_901,﻿Rev.,﻿Wm. Murphy,﻿S.J.,﻿Vice President,,﻿student,﻿100 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿tho_legouais_001,﻿Rev.,﻿Thomas Legouais,﻿S.J.,﻿Professor,,﻿student,﻿100 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿vit_giles_901,﻿Rev.,﻿Vital Giles,﻿S.J.,﻿Professor,,﻿student,﻿100 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿lew_petit_901,﻿Rev.,﻿Lewis Petit,﻿S.J.,﻿Professor,,﻿student,﻿100 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿f_x_evremond_901,﻿Rev.,﻿F. X. Evremond,﻿S.J.,﻿Professor,,﻿student,﻿100 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9012,﻿college,﻿St. Mary's Seminary,English,,,,﻿Washington County,﻿Marion County,,﻿Lebanon,﻿KY,,37.56946499,-85.34408288,,,,﻿sim_fouché_001,﻿Rev.,﻿F. Fouché,﻿S.J.,﻿Professor,,﻿student,﻿100 students,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0118,﻿academy,﻿Female Academy of Nazareth,English,,﻿Nazareth [community],,,﻿Nelson County,﻿Bardstown,﻿Bardstown,﻿KY,﻿KY,37.85131853,-85.4734955,,,,,,,,,,﻿student,﻿118 pupils,﻿Conducted by the Sisters of Charity,,1838,,﻿https://nazareth.org/about/ ; https://www.kyhistory.com/digital/collection/PH/id/695/,"﻿Reading, Writing, Arithmetic, English Grammar, Geography, (with the use of the Globes,) History, Rhetoric, Botany, Natural Philosophy, including the principles of Astronomy; Opticks, Chemistry, &c.; Plain Sewing, Marking, Needlework, Drawing, Painting, Music, and the French Language. This last branch, to wit, (the French Language,) is taught with the greatest correctness, both as to grammar and pronunciation, there being actually in the institution several French sisters, besides others who understand and speak the language very correctly. A course of lectures on Rhetoric and Philosophy, (Natural and Moral,) shall be annually given by the Professor of St. Joseph's College. Lessons and Exercises in polite English Literature, will also be occasionally given.","﻿Reading, Writing, Arithmetic, English Grammar, Geography, (with the use of the Globes,) History, Rhetoric, Botany, Natural Philosophy, including the principles of Astronomy; Opticks, Chemistry, &c.; Plain Sewing, Marking, Needlework, Drawing, Painting, Music, and the French Language. This last branch, to wit, (the French Language,) is taught with the greatest correctness, both as to grammar and pronunciation, there being actually in the institution several French sisters, besides others who understand and speak the language very correctly. A course of lectures on Rhetoric and Philosophy, (Natural and Moral,) shall be annually given by the Professor of St. Joseph's College. Lessons and Exercises in polite English Literature, will also be occasionally given.",,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0121,﻿school,﻿Female School of St. Vincent of Paul,English,,﻿four miles and a half from Morganfield,,﻿Union County,,,,﻿KY,,37.6846318,-87.9179147,,,,,,,,,,﻿religious,﻿6 sisters,,,1838,,,"﻿The branches taught are as follows: Reading, Writing, Arithmetic, English Grammar, Geography, History; Plain and Fancy Needle-Work, Marking, Lace-Work, Bead-Work, &c.; Drawing and Painting in water colors; Music on the Piano Forte; also, Vocal Music.","﻿The branches taught are as follows: Reading, Writing, Arithmetic, English Grammar, Geography, History; Plain and Fancy Needle-Work, Marking, Lace-Work, Bead-Work, &c.; Drawing and Painting in water colors; Music on the Piano Forte; also, Vocal Music.",,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0121,﻿school,﻿Female School of St. Vincent of Paul,English,,﻿four miles and a half from Morganfield,,﻿Union County,,,,﻿KY,,37.6846318,-87.9179147,,,,,,,,,,﻿boarder,﻿60 boarders,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9000,﻿academy,﻿Female Academy,English,,,,,,﻿Lexington,,﻿KY,,,,,,,,,,,,,﻿religious,﻿7 sisters,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9000,﻿academy,﻿Female Academy,English,,,,,,﻿Lexington,,﻿KY,,,,,,,,,,,,,﻿boarder,﻿35 boarders,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9000,﻿academy,﻿Female Academy,English,,,,,,﻿Lexington,,﻿KY,,,,,,,,,,,,,﻿student,﻿25 day scholars,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9029,﻿academy,﻿Female Academy,English,,,,,,﻿Louisville,,﻿KY,,,,,,,,,,,,,﻿religious,﻿4 sisters,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9029,﻿academy,﻿Female Academy,English,,,,,,﻿Louisville,,﻿KY,,,,,,,,,,,,,﻿student,﻿75 day scholars,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9021,﻿academy,﻿Loretto Literary and Benevolent Institution,English,﻿Mr. Niven and Mr. Blancagniel are agents for Loretto,,,﻿Washington County,﻿Marion County,﻿Loretto,﻿Nerinx,﻿KY,﻿KY,37.65963579,-85.39593267,,,,﻿ben_j_flaget_901,﻿Rt. Rev. Dr.,﻿Flaget,,﻿Moderator,﻿Bishop of Bardstown,﻿tutoress,﻿8 tutoresses,,,1838,,,"﻿Reading, Writing, Arithmetic, English Grammar, Geography with the use of Maps and Globes, History, Ancient and Modern, with Chronology and Mythology, Rhetoric and Composition, Botany, Optics and the Elements of Mechanics, Hydrostatics and Astronomy, Chemistry and Natural Philosophy, the French Language, Needle work, plain and fancy, Marking, Lace and Bead work, Drawing and Painting in water colors, Crayon Drawing, Painting on Satin and Velvet, Music, Vocal and on the Piano Forte.","﻿Reading, Writing, Arithmetic, English Grammar, Geography with the use of Maps and Globes, History, Ancient and Modern, with Chronology and Mythology, Rhetoric and Composition, Botany, Optics and the Elements of Mechanics, Hydrostatics and Astronomy, Chemistry and Natural Philosophy, the French Language, Needle work, plain and fancy, Marking, Lace and Bead work, Drawing and Painting in water colors, Crayon Drawing, Painting on Satin and Velvet, Music, Vocal and on the Piano Forte.",,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9021,﻿academy,﻿Loretto Literary and Benevolent Institution,English,﻿Mr. Niven and Mr. Blancagniel are agents for Loretto,,,﻿Washington County,﻿Marion County,﻿Loretto,﻿Nerinx,﻿KY,,37.65963579,-85.39593267,,,,,,﻿Peterson,,﻿Professor,,﻿student,﻿70 pupils,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9021,﻿academy,﻿Loretto Literary and Benevolent Institution,English,﻿Mr. Niven and Mr. Blancagniel are agents for Loretto,,,﻿Washington County,﻿Marion County,﻿Loretto,﻿Nerinx,﻿KY,,37.65963579,-85.39593267,,,,,,﻿Madame Blaique,,,"﻿has schools in Lexington, Louisville, Cincinnati",﻿student,﻿70 pupils,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9021,﻿academy,﻿Loretto Literary and Benevolent Institution,English,﻿Mr. Niven and Mr. Blancagniel are agents for Loretto,,,﻿Washington County,﻿Marion County,﻿Loretto,﻿Nerinx,﻿KY,,37.65963579,-85.39593267,,,,,﻿Miss,﻿Josephine Kelly,,,,﻿student,﻿70 pupils,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9021,﻿academy,﻿Loretto Literary and Benevolent Institution,English,﻿Mr. Niven and Mr. Blancagniel are agents for Loretto,,,﻿Washington County,﻿Marion County,﻿Loretto,﻿Nerinx,﻿KY,,37.65963579,-85.39593267,,,,﻿guy_i_chabrat_901,﻿Right Rev. Dr.,﻿Chabrat,,﻿Bishop Coadjutor of Bardstown,,﻿student,﻿70 pupils,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9022,﻿monastery,not recorded,English,,﻿Bethlehem,,,,﻿Elizabethtown,,﻿KY,,37.69995457,-85.87335513,,,,,,,,,,﻿religious,﻿6 sisters,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9022_02,﻿school,not recorded,English,,﻿Bethlehem,,,,﻿Elizabethtown,,﻿KY,,37.69995457,-85.87335513,,,,,,,,,,﻿student,﻿50 pupils,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9034,﻿convent,﻿Convent of Holy Mary,English,,,,﻿Washington County,﻿Marion County,﻿Loretto,﻿Nerinx,﻿KY,﻿KY,37.65963579,-85.39593267,,,,,,,,,,﻿religious,﻿6 sisters,,,1838,,,,,,﻿,﻿,﻿Bardstown,Bardstown
