instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,NOTES,courses,Unnamed: 32,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿stl.mo.0001,﻿church,﻿Cathedral,﻿English and French,﻿The clery of the College assist at the Cathedral.,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,﻿MO,38.64254815,-90.25465453,,,,﻿jos_rosati_901,﻿Right Rev.,﻿Joseph Rosati,﻿D. D.,,,,,,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0001,﻿church,﻿Cathedral,﻿English and French,﻿The clery of the College assist at the Cathedral.,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,,38.64254815,-90.25465453,,,,﻿phi_borgna_901,﻿Very Rev.,﻿Philip Borgna,,,,,,,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0001,﻿church,﻿Cathedral,﻿English and French,﻿The clery of the College assist at the Cathedral.,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,,38.64254815,-90.25465453,,,,﻿jos_a_lutz_901,﻿Rev.,﻿Joseph A. Lutz,,,,,,,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0001,﻿church,﻿Cathedral,﻿English and French,﻿The clery of the College assist at the Cathedral.,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,,38.64254815,-90.25465453,,,,﻿l_tucker_001,﻿Rev.,﻿L. Tucker,,,,,,,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0002,﻿church,﻿St. Mary's Chapel,English,"﻿Mass and Sermon at 9 o'clock, for the coloured people. After Vespers every Sunday, the members of the Fraternity of the Rosary meet here.",,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,﻿MO,38.61803323,-90.190557,,,,,,,,,,,,,,1834,"﻿Possibly this one? Says that is was officially started after the 1833 almanac came out; however, it did say there was a catholic community being served there before the church was constructed: https://www.smov.info/index.php?option=com_content&view=article&id=346&Itemid=686",,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9000,﻿church,﻿Church of our Lady of Mount Carmel,﻿French,﻿Commonly called Vide-Poche.,,,﻿St. Louis County,﻿St. Louis County,﻿Carondelet,﻿St. Louis,﻿MO,﻿MO,38.5579011,-90.24998076,,,,﻿e_saulnier_001,﻿Rev.,﻿E. Saulnier,,,,,,,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9001,﻿church,not recorded,English,,,,﻿St. Charles County,﻿St. Charles County,﻿Dardenne,﻿Dardenne Prairie,﻿MO,﻿MO,38.75765244,-90.74398902,,,,﻿fel_l_verreydt_001,﻿Rev.,﻿Levin Verreight,,,﻿This Gentleman attends a very large mission in the Upper Counties of the State,,,,,1834,"﻿https://en.wikipedia.org/wiki/Dardenne_Prairie,_Missouri ; https://genealogytrails.com/mo/stcharles/hist_towns.htm ; These sources say that the present church did not open until 1880, so it is hard to say where this church actually was",,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0062,﻿church,﻿St. Ferdinand's Church,﻿French and English,,,,,﻿St. Louis County,﻿Florissant,﻿Florissant,﻿MO,﻿MO,38.80672647,-90.35444261,,,,﻿jud_f_van-assche_001,﻿Rev.,﻿Judocus Van Assche,,,,,,,,1834,﻿https://www.stferdinandstl.org/history,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0066,﻿church,﻿St. Michael's,﻿English and French,,,,﻿Madison County,﻿Madison County,﻿Fredericktown,﻿Fredericktown,﻿MO,﻿MO,37.56005085,-90.29888383,,,,﻿fra_cellini_901,﻿Rev.,﻿Francis Cellini,,,,,,,,1834,﻿https://stmichaelfredericktown.com/history,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9002,﻿church,﻿St. Peter's Church,﻿English Sermon,,,,,﻿Morgan County,﻿Gravois,﻿Gravois Mill,﻿MO,﻿MO,38.30918822,-92.82273654,,,﻿once a month,﻿phi_borgna_901,﻿Rev.,﻿Philip Borgna,,,,,,,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0103,﻿church,not recorded,﻿English and French,,,,,﻿New Madrid County,﻿New Madrid,﻿New Madrid,﻿MO,﻿MO,36.58754291,-89.5288075,,,,﻿vic_paillasson_901,﻿Rev.,﻿V. Paillasson,,,,,,,,1834,"﻿https://icnewmadrid.com/church-history ; 1833 almanac mentions no name for the church, but the 1860s/70s almanacs mention a St. John. The church site says that said church(es) came after the war. This means that this one in the 1833 almanac is likely the precursor.",,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0106,﻿church,﻿St. Joachim,﻿French and English,,,,﻿Washington County,﻿Washington County,﻿Old Mines,﻿Cadet,﻿MO,﻿MO,38.01610185,-90.75673622,,,,﻿joh_bouillier_901,﻿Rev.,﻿J. Bouillier,,,,,,,,1834,﻿http://www.oldmines.org/church.html ; https://stjoachim.org/,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0114,﻿church,not recorded,English,,,,﻿St. Louis County,﻿St. Charles County,﻿Portage des Sioux,﻿Portage des Sioux,﻿MO,﻿MO,38.92563742,-90.34453673,,,﻿once a month,﻿joh_b_smedts_901,﻿Rev.,﻿J. B. Smedts,,,,,,,,1834,"﻿https://en.wikipedia.org/wiki/Portage_Des_Sioux,_Missouri",,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0115,﻿church,not recorded,English,,,,,﻿Washington County,﻿Potosi Mines,﻿Potosi,﻿MO,﻿MO,37.93719027,-90.78632244,,,,﻿joh_bouillier_901,﻿Rev.,﻿J. Bouillier,,,﻿Dw. at Old Mines,,,,,1834,﻿https://www.mindat.org/photo-1373569.html ; https://www.stjames-potosi.org/our-parish/parish-history,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9003,﻿church,﻿St. Ann,English,,,,﻿St. Genevieve County,,,﻿Bonne Terre,﻿MO,﻿MO,37.92418415,-90.55410127,,,﻿occasionally,﻿f_x_dahmen_901,﻿Rev.,﻿F. X. Dahmen,,,,,,,,1834,﻿https://saintjosephchurch.org/history,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9004,﻿church,﻿St. Charles,﻿French and English,﻿Service 3 Sundays in the month,,,,,,﻿St. Charles,﻿MO,,38.78621628,-90.4803639,,,,﻿j_b_smedts_901,﻿Rev.,﻿J. B. Smedts,,,,,,,,1834,﻿https://borromeoparish.com/About/History,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0136,﻿church,﻿St. Genevieve,"﻿French, German, and sometimes English",,,,,﻿Sainte Genevieve County,﻿St. Genevieve,﻿St. Genevieve,﻿MO,﻿MO,37.97912503,-90.04695014,,,,﻿f_x_dahmen_901,﻿Rev.,﻿F. X. Dahmen,,,,,,,,1834,﻿https://www.stegenevieveparish.com/,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0037,﻿church,﻿St. Joseph's,﻿English,,﻿Apple Creek settlement,,,﻿Perry County,,﻿Apple Creek,﻿MO,﻿MO,37.61339343,-89.75142333,,,,﻿reg_loisel_901,﻿Rev.,﻿Regis Loisel,,,,,,,,1834,﻿https://www.archstl.org/parish/st-joseph-apple-creek/,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9005,﻿church,﻿St. Mary's,English,,,,﻿Perry County,﻿Perry County,,﻿Perryville,﻿MO,﻿MO,37.72699742,-89.88981118,,,,﻿joh_brands_901,﻿Rev.,﻿John Brands,,,,,,,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0135,﻿church,﻿St. Paul's Church,English,,,,﻿Ralls County,﻿Ralls County,﻿Salt River,﻿Center,﻿MO,﻿MO,39.50249701,-91.60618174,,,,﻿p_lefevre_901,﻿Rev.,﻿P. Lefevre,,,,,,,,1834,"﻿Source says the present church was built in 1860, but it stands to reason that if the record goes back this far, another structure stood here before the one still standing. Same name, same location: https://en.wikipedia.org/wiki/St._Paul_Catholic_Church_(Center,_Missouri)",,,﻿,﻿,﻿St. Louis,StLouis
﻿lit.ar.9000,﻿church,not recorded,English,,,,,,﻿Pine Bluff,﻿Pine Bluff,﻿AR,﻿AR,34.21378194,-92.00170641,,,,﻿enn_dupuy_901,﻿Rev.,﻿A. Dupuy,,,,,,,,1834,﻿https://www.dolr.org/parishes/st-peter-church-pine-bluff,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0148,﻿college,﻿St. Louis College,English,,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,﻿MO,38.63642647,-90.2342251,,,,﻿pet_j_verhaegen_001,,﻿Peter. J. Verhaegen,,﻿President,,,,,,1834,﻿https://www.slu.edu/timeline/index.php,"﻿The Mercantile Department embraces, Reading, Writing, the English and French Languages, Poetry, Rhetoric, History, Geography, Mythology, Book-Keep-ing, Arithmetic, Algebra, Geometry, the use of the Globes, Trigonometry, Mensuration, and Surveying. The Classical Department, besides the above specified subjects, comprises the Latin and Greek Languages, Logic, Metaphysics, Moral and Natural Philo-sophy, and the higher branches of the Mathematics. The Spanish, if required, is taught to the students of both departments, without any additional charge. The English is the ordinary language of communcation in all the classes, the French and Spanish ex-cepted; but the students speak French and English in-discriminately, during the hours of recreation.",,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0148,﻿college,﻿St. Louis College,English,,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,,38.63642647,-90.2342251,,,,﻿jam_van-de-velde_901,,﻿T. Van Develde,,﻿Vice President,,,,,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9007,﻿college,﻿St. Mary's College,English,,,,﻿Perry County,﻿Perry County,﻿Barrens,﻿Perryville,﻿MO,﻿MO,37.726667,-89.884167,,,,﻿joh_simon_901,﻿Rev.,﻿John Simon,,﻿President,,,,,,1834,"﻿https://en.wikipedia.org/wiki/St._Mary%27s_of_the_Barrens_Catholic_Church_(Perryville,_Missouri) ; St. Mary of the Barrens (Perry County, Missouri) - Missouri Life TV Season 5 - YouTube",,﻿incorporated by the General Assembly of the State of Missouri,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0150,﻿convent,﻿Convent of the Ladies of the Sacred Heart,English,﻿founded by the munificence of John Mullanphy,,,,,﻿St. Louis,,﻿MO,,38.615628,-90.194069,,,,,,﻿Madame Dochesne,,﻿Superior,,﻿child,﻿12 orphans,,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0150_02,﻿academy,﻿Young Ladies' Academy,English,﻿at the Convent of the Sacred Heart,﻿Mississippi River,,,,﻿St. Louis,,﻿MO,,38.615628,-90.194069,,,,,,,,,,,,,,1834,,"﻿reading, writing, grammar, arithmetic, sacred and profane history, geography, mythology, poetry, rhetoric, natural philosophy, domestic economy, sewing, marking, lace, muslin, tapestry and bead work, painting (on velvet, on satin, in water colors and crayons), shell and chenille work, artificial flower making, filagree, hair work, chrystallized parlor ornaments, music (vocal and instrumental)",,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0062_02&0062_03,﻿convent and academy,﻿Convent and Female Academy of the Ladies of the Sacred Heart,English,﻿here is the novitiate of the Ladies of the Sacred Heart,﻿at St. Ferdinand,,,﻿St. Louis County,﻿Florissant,﻿Florissant,﻿MO,﻿MO,38.79522382,-90.32720227,,,,,,﻿Madame Meffry,,﻿Superior,,,,﻿Ladies of the Sacred Heart,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9004_02&9004_03,﻿convent and academy,﻿Convent and Female Academy,English,,﻿at St. Charles,,,,,﻿St. Charles,﻿MO,,38.78620701,-90.4803639,,,,,,﻿Madame Lucille Mathevon,,,,,,﻿Ladies of the Sacred Heart,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9011&9011_02,﻿convent and academy,﻿Convent and Female Academy of the Sisters of Loretto,English,,﻿near St. Mary's Seminary,,﻿Perry County,﻿Perry County,﻿Bethlehem,﻿Perryville,﻿MO,﻿MO,37.726667,-89.884167,,,,,,,,,,﻿child,,,,1834,"﻿https://en.wikipedia.org/wiki/St._Mary%27s_of_the_Barrens_Catholic_Church_(Perryville,_Missouri)","﻿Reading, Writing, Grammar, Arithmetic, Geography, History, Paint-ing. French, Needle Work, Embroidery, Music, etc.",,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9012&9012_02,﻿convent and academy,﻿Convent and Female Academy of the Sisters of Loretto,English,,,,﻿Madison County,﻿Madison County,﻿Frederickstown,﻿Fredericktown,﻿MO,﻿MO,37.55987001,-90.29889494,,,,﻿jos_rosati_901,﻿Rev.,﻿Rosati,,﻿Bishop,,,,,,1834,﻿Some history of the convent here on page 21: https://digital.library.missouri.edu/sites/default/files/2025-02/mu_417725.pdf,"﻿They will teach Reading, Writing, Grammar, Arithmetic, Geography, History, Paint-ing, French, Needle work, Embroidery, Music, etc.",,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9012&9012_02,﻿convent and academy,﻿Convent and Female Academy of the Sisters of Loretto,English,,,,﻿Madison County,﻿Madison County,﻿Frederickstown,﻿Fredericktown,﻿MO,,37.55987001,-90.29889494,,,,﻿fra_cellini_901,﻿Rev.,﻿F. Cellini,,,,,,,,1834,,,,﻿,﻿,﻿St. Louis,StLouis
