instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,NOTES,courses,Unnamed: 32,Unnamed: 33,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿stl.mo.9043,﻿station,not recorded,English,,﻿Côte sans dessin,,,,,,﻿MO,,38.587877,-91.986959,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,"﻿This road in Fulton, near the area with one of the other stations, shares a name with this station. It stands to reason that maybe this station was once a small station or visiting place near Fulton. https://www.zillow.com/homedetails/1209-Cote-Sans-Dessein-Rd-Fulton-MO-65251/110386557_zpid/ ; https://en.wikipedia.org/wiki/Cote_Sans_Dessein,_Missouri",,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9044,﻿station,not recorded,English,,﻿Martha's Ville,,,,,,﻿MO,,38.630556,-91.058889,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,"﻿https://en.wikipedia.org/wiki/Marthasville,_Missouri",,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0040,﻿station,not recorded,English,﻿church to be built,﻿Bailey's Creek,,,,,,﻿MO,,38.3853377,-91.9099238,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9045,﻿station,not recorded,English,,﻿French Village,,,,,,﻿MO,,,,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9046,﻿station,not recorded,English,﻿church to be built,,,﻿Washington County,,,,﻿MO,,,,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿chi.il.9005,﻿station,not recorded,English,,﻿Hancock Prairie,,﻿Hancock County,,,,﻿MO,﻿IL,,,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,﻿https://muse.jhu.edu/pub/187/oa_monograph/chapter/201462 ; seems like this area may have gone on to become illinois territory later on - and in the chicago diocese there's hancock county (seemingly a more developed version of Hancock Prairie),,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9047,﻿station,not recorded,English,,,,,,﻿Mount Pleasant,,﻿MO,,,,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,"﻿https://en.wikipedia.org/wiki/Mount_Pleasant,_Missouri",,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9048,﻿station,not recorded,English,,,,,,﻿Merimac,,﻿MO,,,,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,"﻿https://en.wikipedia.org/wiki/Meramec_Township,_Franklin_County,_Missouri ; likely another spelling for this location?",,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0103,﻿church,﻿St. John the Baptist,English,,,,,﻿New Madrid County,﻿New Madrid,﻿New Madrid,﻿MO,﻿MO,36.58754291,-89.5288075,,﻿visited occasionally by Rev. John Bouillier,,﻿joh_bouillier_901,﻿Rev.,﻿John Bouillier,,,,,,,,1838,"﻿https://icnewmadrid.com/church-history ; 1833 almanac mentions no name for the church, but the 1860s/70s almanacs mention a St. John. The church site says that said church(es) came after the war. This means that this one in the 1833 almanac is likely the precursor.",,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0106,﻿church,﻿St. Joachim,﻿Sermon in English and French,,,,﻿Washington County,﻿Washington County,﻿Old Mines,﻿Cadet,﻿MO,﻿MO,38.01610185,-90.75673622,,,,﻿p_doutreluigne_001,﻿Rev.,﻿P. Doutreluigne,﻿C.M.,,,,,,,1838,﻿http://www.oldmines.org/church.html ; https://stjoachim.org/,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0106,﻿church,﻿St. Joachim,﻿Sermon in English and French,,,,﻿Washington County,﻿Washington County,﻿Old Mines,﻿Cadet,﻿MO,,38.01610185,-90.75673622,,,,﻿joh_brands_901,﻿Rev.,﻿John Brands,﻿C.M.,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0120,﻿chapel,﻿Chapel of St. Stephen,English,,,,﻿Washington County,,﻿Richwood,,﻿MO,,38.1606204,-90.827995,,,,﻿p_doutreluigne_001,﻿Rev.,﻿P. Doutreluigne,﻿C.M.,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0120,﻿chapel,﻿Chapel of St. Stephen,English,,,,﻿Washington County,,﻿Richwood,,﻿MO,,38.1606204,-90.827995,,,,﻿joh_brands_901,﻿Rev.,﻿John Brands,﻿C.M.,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9049,﻿station,not recorded,English,,﻿Vale's Mines,,,,,,﻿MO,,38.041944,-90.499722,,,,﻿p_doutreluigne_001,﻿Rev.,﻿P. Doutreluigne,﻿C.M.,,,,,,,1838,"﻿http://www.vallesmines.com/ ; https://en.wikipedia.org/wiki/Valles_Mines,_Missouri ; likely a different spelling of this location",,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9049,﻿station,not recorded,English,,﻿Vale's Mines,,,,,,﻿MO,,38.041944,-90.499722,,,,﻿joh_brands_901,﻿Rev.,﻿John Brands,﻿C.M.,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0114,﻿church,﻿St. Francis of Assisium,﻿Sermon in French and occasionally English,,,,﻿St. Charles County,﻿St. Charles County,﻿Portage des Sioux,﻿Portage des Sioux,﻿MO,﻿MO,38.92563742,-90.34453673,,,,,,,,,,,,,,1838,"﻿https://en.wikipedia.org/wiki/Portage_Des_Sioux,_Missouri",,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0115,﻿church,﻿St. James,﻿Sermon in English,,,,,﻿Washington County,﻿Potosi,﻿Potosi,﻿MO,﻿MO,37.93719027,-90.78632244,,,,﻿l_tucker_001,﻿Rev.,﻿L. Tucker,,,,,,,,1838,﻿https://www.mindat.org/photo-1373569.html ; https://www.stjames-potosi.org/our-parish/parish-history,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9050,﻿station,not recorded,English,,"﻿Obuchon's Settlement, Big River",,,,,,,,,,,﻿attended by Rev. L. Tucker,,﻿l_tucker_001,﻿Rev.,﻿L. Tucker,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9051,﻿station,not recorded,English,,﻿Simmer's Settlement,,,,,,,,,,,﻿attended by Rev. L. Tucker,,﻿l_tucker_001,﻿Rev.,﻿L. Tucker,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0067,﻿church,﻿St. Ann's,"﻿Sermon in French, once a month",,﻿Petit Canada,,﻿St. Francis County,,,,﻿MO,,,,,,,﻿n_simonin_901,﻿Rev.,﻿N. Simonin,﻿C.M.,,,,,,,1838,﻿https://www.hmdb.org/m.asp?m=229207,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0135,﻿church,﻿St. Paul's,﻿Sermon in English,,,,﻿Ralls County,﻿Ralls County,﻿Salt River,﻿Center,﻿MO,﻿MO,39.50249701,-91.60618174,,,,﻿p_lefevre_901,﻿Rev.,﻿Peter Lefevre,,,"﻿also visits the following counties: Pike, Lincoln, Monroe, Marion, Lewis, Clarke and Shelby",,,,,1838,"﻿Source says the present church was built in 1860, but it stands to reason that if the record goes back this far, another structure stood here before the one still standing. Same name, same location: https://en.wikipedia.org/wiki/St._Paul_Catholic_Church_(Center,_Missouri)",,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9052,﻿station,not recorded,English,﻿church building,,,,,﻿Cincinnatitown,,,,,,,﻿attended by Rev. Peter Lefevre,,﻿p_lefevre_901,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9024,﻿station,not recorded,English,,,,﻿Lincoln County,,,,﻿MO,,,,,﻿attended by Rev. Peter Lefevre,,﻿p_lefevre_901,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9025,﻿station,not recorded,English,﻿church to be built,﻿Sandy Creek,,﻿Monroe County,,,,﻿MO,,,,,﻿attended by Rev. Peter Lefevre,,﻿p_lefevre_901,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9026,﻿station,not recorded,English,,,,﻿Marion County,,,,﻿MO,,,,,﻿attended by Rev. Peter Lefevre,,﻿p_lefevre_901,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9027,﻿station,not recorded,English,﻿church to be built,﻿Wyaconda River,,﻿Lewis County,,,,﻿MO,,,,,﻿attended by Rev. Peter Lefevre,,﻿p_lefevre_901,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9053,﻿station,not recorded,English,,﻿Half-Indian Tract,,,,,,﻿MO,,,,,﻿attended by Rev. Peter Lefevre,,﻿p_lefevre_901,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,"﻿It seems like there was a large piece of land ""given"" (let's be real, handed over after being taken in the first place) to indigenous people. It made up parts of many midwestern states. The section that resided in Missouri apparently hugged the river. For more, see: https://amerisurv.com/2018/04/11/confusion-on-the-half-breed-tract-2/ ; https://www.metismuseum.ca/media/document.php/07236.The%20Osage%20Half.pdf ; https://en.wikipedia.org/wiki/Half-Breed_Tract",,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0136,﻿church,﻿St. Genevieve,"﻿Sermon in French, and occasionally in English and German",,,,,﻿Sainte Genevieve County,﻿St. Genevieve,﻿St. Genevieve,﻿MO,﻿MO,37.97912503,-90.04695014,,,,﻿f_x_dahmen_901,﻿Rev.,﻿F. P. Dahmen,﻿C.M.,,,,,,,1838,﻿https://www.stegenevieveparish.com/,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0136,﻿church,﻿St. Genevieve,"﻿Sermon in French, and occasionally in English and German",,,,,﻿Sainte Genevieve County,﻿St. Genevieve,﻿St. Genevieve,﻿MO,,37.97912503,-90.04695014,,,,﻿n_mignard_901,﻿Rev.,﻿N. Mignard,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9004,﻿church,﻿St. Charles Borrom,"﻿Sermon in English and French every Sunday, and occasionally in German",,,,﻿St. Charles County,﻿St. Charles,,,﻿MO,,,,,,,﻿joh_b_smedts_901,﻿Rev.,﻿J. B. Smedts,﻿S.J.,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9004,﻿church,﻿St. Charles Borrom,"﻿Sermon in English and French every Sunday, and occasionally in German",,,,﻿St. Charles County,﻿St. Charles,,,﻿MO,,,,,,,﻿cor_w_walters_901,﻿Rev.,﻿Cornelius W. Walters,﻿S.J.,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.0001,﻿church,not recorded,English,﻿church to be erected,,,,,﻿Alton,,﻿MO,,38.8953847,-90.1902021,,"﻿[visited] once a month [by] Rev. Felix Verreydt, S.J.",,﻿fel_l_verreydt_001,﻿Rev.,﻿Felix Verreydt,﻿S.J.,,,,,,,1838,﻿https://www.facebook.com/altonILsspp/,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.0020,﻿church,﻿Church of the Holy Family,﻿Sermon in French,,,,﻿St. Clair's County,﻿St. Clair County,﻿Cahokias,﻿Cahokia Heights,﻿IL,﻿IL,38.5700824,-90.1892805,,,,﻿reg_loisel_901,﻿Rev.,﻿Regis Loisel,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.0020,﻿church,﻿Church of the Holy Family,﻿Sermon in French,,,,﻿St. Clair's County,﻿St. Clair County,﻿Cahokias,﻿Cahokia Heights,﻿IL,,38.5700824,-90.1892805,,,,,﻿Rev.,﻿Ambrose Heim,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.0091,﻿church,﻿St. Augustine's,﻿sermon in English,,﻿English Settlement,,﻿Randolph County,﻿St. Clair County,,﻿Prairie Du Long Township,﻿IL,﻿IL,,,,﻿[visited] once a month [by] Rev. Vitalis Van Cloostere,,﻿vit_van-cloostere_901,﻿Rev.,﻿Vitalis Van Cloostere,,,﻿dw. at Prairie du Rocher,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.9001,﻿station,not recorded,English,﻿church to be erected,﻿French Village,,﻿St. Clair's County,,,,﻿IL,,,,,﻿[visited] once a month [by] Rev. Regis Loisel,,﻿reg_loisel_901,﻿Rev.,﻿Regis Loisel,,,﻿Will be served [when church is completed],,,,,1838,﻿https://stclair-ilgs.org/1881french-village/,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.9005,﻿church,﻿St. Andrew's,﻿Sermon in German,,﻿German Settlement,,,,﻿Teutonia,,﻿IL,,,,,,,﻿cha_mejer_901,﻿Rev.,﻿Charles Mejer,,,﻿attends a vast number of German Catholics scattered through the neighborhood,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿chi.il.0052,﻿church,﻿St. Michael's,﻿Sermon in English,,,,﻿Davis County,﻿Jo Daviess County,﻿Galena,﻿Galena,﻿IL,﻿IL,42.41531383,-90.4304371,,,,﻿sam_mazzuchelli_901,﻿Rev.,﻿Samuel Mazzuchelli,﻿O.P.,,,,,,,1838,"﻿https://en.wikipedia.org/wiki/Saint_Michael%27s_Catholic_Church_(Galena,_Illinois)",,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.0050,﻿church,not recorded,English,,,,,﻿Jersey County,﻿Grafton,﻿Grafton,﻿IL,,,,,,,﻿fel_l_verreydt_001,﻿Rev.,﻿F. L. Verreydt,,,,,,,,1838,﻿https://jerseycountycatholicchurches.org/churches/st-patricks/,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.0053,﻿church,not recorded,English,﻿church to be erected,﻿James' Mills,,﻿Monroe County,,,﻿Harrisonville,﻿IL,﻿IL,38.28670882,-90.34951975,,"﻿visited on the 5th Sunday of the month, by Rev. V. Van Cloostere",,﻿vit_van-cloostere_901,﻿Rev.,﻿V. Van Cloostere,,,﻿visited once a month,,,,,1838,﻿https://www.hmdb.org/m.asp?m=226556,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.0059,﻿church,﻿Church of the Conception,﻿Sermon in French and English,,,,﻿Randolph County,﻿Randolph County,﻿Kaskakia,﻿Kaskakia,﻿IL,﻿IL,37.92209896,-89.91503761,,,,﻿ben_roux_901,﻿Rev.,﻿Benedict Roux,,,,,,,,1838,"﻿https://en.wikipedia.org/wiki/Kaskaskia,_Illinois",,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.0199,﻿station,not recorded,English,﻿church to be built,﻿La Cantine,﻿near Cahokias,,,,,,,,,,﻿[visited] ocassionally by Rev. R. Loisel,,﻿reg_loisel_901,﻿Rev.,﻿Regis Loisel,,,,,,,,1838,﻿https://www.jstor.org/stable/pdf/40191361.pdf,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.0083,﻿church,﻿St. Patrick's,﻿Sermon in English,,﻿O'Hara's Settlement,,﻿Randolph County,﻿Randolph County,,﻿Ruma,﻿IL,﻿IL,38.12947755,-90.00877373,,﻿[visited] once a month [by] Rev. V. Van Cloostere,,﻿vit_van-cloostere_901,﻿Rev.,﻿V. Van Cloostere,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.0092,﻿church,﻿St. Joseph's,﻿Sermon in French,,,,﻿Randolph County,﻿Randolph County,﻿Prairie du Rocher,﻿Prairie du Rocher,﻿IL,﻿IL,38.07923498,-90.09333592,,﻿Sermon twice a month [by] Rev. V. Van Cloostere,,﻿vit_van-cloostere_901,﻿Rev.,﻿V. Van Cloostere,,,,,,,,1838,﻿http://www.stjoespdr.org/,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.9006,﻿church,not recorded,﻿Sermon in German,﻿church to be erected,,,﻿Adams County,,﻿Quincy,,﻿IL,,,,,,,﻿aug_brickwedde_001,﻿Rev.,﻿Augustus Brickwedde,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.9006,﻿church,not recorded,﻿Sermon in German,﻿church to be erected,,,﻿Adams County,,﻿Quincy,,﻿IL,,,,,﻿visited once a month [by] Rev. Irenæus St. Cyr,,﻿ire_s_cyr_901,﻿Rev.,﻿Irenæus St. Cyr,,,﻿visits the English congregation in this town,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
﻿chi.il.9003,﻿church,not recorded,English,﻿a church to be built,﻿Des Moines Rapides,,﻿Hancock County,,,,﻿IL,,,,,﻿visited  [by] Rev. Irenæus St. Cyr,,﻿ire_s_cyr_901,﻿Rev.,﻿Irenæus St. Cyr,,,,,,,,1838,﻿https://en.wikipedia.org/wiki/Des_Moines_Rapids,,,,﻿,﻿,﻿St. Louis,StLouis
﻿alt.il.9007,﻿church,not recorded,English,,,,﻿Schuyler County,,,,﻿IL,,,,,﻿visited  [by] Rev. Irenæus St. Cyr,,﻿ire_s_cyr_901,﻿Rev.,﻿Irenæus St. Cyr,,,,,,,,1838,,,,,﻿,﻿,﻿St. Louis,StLouis
