instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,NOTES,courses,Unnamed: 32,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿cin.oh.0189_3,﻿seminary,﻿Ecclesiastical Seminary of St. Francis Xavier,English,,,,,﻿Hamilton County,﻿Cincinnati,,﻿OH,,39.083357,-84.372105,,,,,,,,,,﻿student,﻿9 students,,,1838,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿col.oh.0066_02,﻿convent,﻿Convent of Dominicans,English,﻿College in progress of being built on convent ground,﻿St. Joseph's,,﻿Perry County,﻿Perry County,﻿Somerset,,﻿OH,,39.777349,-82.276733,,,,﻿nic_d_young_001,﻿Rev.,﻿N. D. Young,﻿Prior.,,,,,,,1838,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0189_2,﻿college,﻿Cincinnati Athenaeum,English,,,,,﻿Hamilton County,﻿Cincinnati,﻿Cincinnati,﻿OH,﻿OH,39.083357,-84.372105,,,,﻿edw_purcell_901,﻿Rev.,﻿Edward Purcell,,﻿Principal,,,,,,1838,﻿https://en.wikipedia.org/wiki/Athenaeum_of_Ohio ; https://www.athenaeum.edu/about/history/,"﻿Greek, Latin, Hebrew, Spanish, French, English, Reading, Writing, Georgraphy, Mathematics",﻿by Rt. Rev. Dr. Fenwick,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0189_2,﻿college,﻿Cincinnati Athenaeum,English,,,,,﻿Hamilton County,﻿Cincinnati,﻿Cincinnati,﻿OH,,39.083357,-84.372105,,,,﻿j_m_young_901,﻿Rev.,﻿J. M. Young,,﻿Prefect of Studies,,,,,,1838,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.9006,﻿seminary,﻿St. Mary's Female Seminary,English,,,,﻿Perry County,﻿Perry County,﻿Somerset,,﻿OH,,,,,,,,,,,,,,,,,1838,,"﻿English, French, Orthography, Reading, Writing, Arithmetic, Geography, Astronomy, Sacred and Profane History, Ancient and Modern Chronology, Composition, Rhetoric, Natural and Moral Philosophy, Music (on the Piano Forte), Plain and Ornamental Needle-work, Tapestry, Lace and Bead-work, Embroidery, Filligree, Italian Wax-work, Chenille, Net and Shell-work, Painting on Velvet and Satin, Drawing and Painting in Water-colours.",,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.9007,﻿asylum,﻿St. Peter's Orphan Asylum,English,,,,,﻿Hamilton County,﻿Cincinnati,,﻿OH,,,,,,,,,,,,,﻿child,﻿30 female orphans,,,1838,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.9008,﻿school,﻿St. Peter's School,English,,,,,﻿Hamilton County,﻿Cincinnati,,﻿OH,,,,,,,,,,,,,﻿teacher,﻿150 to 200 scholars,,,1838,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.9008,﻿school,﻿St. Peter's School,English,,,,,﻿Hamilton County,﻿Cincinnati,,﻿OH,,,,,,,,,,,,,﻿religious,﻿5 Sisters of Charity,﻿Sisters of Charity,,1838,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005_02,﻿school,﻿Aloysian School,English,﻿German congregation of Holy Trinity Church,,,,﻿Hamilton County,﻿Cincinnati,,﻿OH,,39.099897,-84.523622,,,,,,,,,,﻿student,﻿three to four hundred pupils,,,1838,,,,﻿,﻿,﻿Cincinnati,Cincinnati
﻿cin.oh.0005_02,﻿school,﻿Aloysian School,English,﻿German congregation of Holy Trinity Church,,,,﻿Hamilton County,﻿Cincinnati,,﻿OH,,39.099897,-84.523622,,,,,,,,,,﻿teacher,﻿two experienced teachers,,,1838,,,,﻿,﻿,﻿Cincinnati,Cincinnati
