instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿cin.oh.0001,﻿cathedral,﻿Cathedral of St. Peter,English,,,,,﻿Hamilton County,﻿Cincinnati,﻿Cincinnati,﻿OH,﻿OH,39.10362294,-84.5091434,,,,﻿joh_b_purcell_001,﻿Rt. Rev.,﻿—,,,,,,,,1833,﻿https://en.wikipedia.org/wiki/Cathedral_Basilica_of_St._Peter_in_Chains,,,﻿,﻿,Cincinnati,Cincinnati
﻿cle.oh.0038,﻿church,﻿St. John Baptist,English,﻿Mass at 10,,,﻿Stark County,﻿Stark County,﻿Canton,﻿Canton,﻿OH,﻿OH,40.80329099,-81.37734111,,,,﻿joh_m_henni_001,﻿Rev.,﻿Martin Henni,,,,,,,,1833,﻿http://www.stjohncanton.com/history.html,,,﻿,﻿,Cincinnati,Cincinnati
﻿cin.oh.0094,﻿church,not recorded,English,﻿Church not yet dedicated,,,﻿Butler County,﻿Butler County,﻿Hamilton,﻿Hamilton,﻿OH,﻿OH,39.4018169,-84.56024415,,,,﻿#REF!,,,,,,,,,,1833,﻿https://en.wikipedia.org/wiki/St._Stephen_Church_and_Rectory,,,﻿,﻿,Cincinnati,Cincinnati
﻿col.oh.0040,﻿church,not recorded,English,"﻿Mass at 10, every 3d Sunday",,,﻿Fairfield County,﻿Fairfield County,﻿Lancaster,﻿Lancaster,﻿OH,﻿OH,39.7127931,-82.5989784,,,,﻿nic_d_young_901,﻿Rev.,﻿N. D. Young,,,"﻿Dw. at St. Joseph's, Somerset",,,,,1833,﻿https://stmarylancaster.org/2018/our-parish/,,,﻿,﻿,Cincinnati,Cincinnati
﻿cle.oh.9000,﻿church,﻿St. Paul's,English,﻿2nd Sunday,,,﻿Columbiana County,﻿Columbiana County,﻿New Lisbon,﻿Lisbon,﻿OH,﻿OH,40.77356169,-80.77256914,,,,﻿joh_h_mcgrady_901,﻿Rev.,﻿John H. McGrady,,,﻿Dw. at Steubenville,,,,,1833,"﻿hard to say where this church was exactly, but this site claims it was near the present day catholic church in the town: https://www.lisbonvillage.org/history",,,﻿,﻿,Cincinnati,Cincinnati
﻿cle.oh.0122,﻿church,not recorded,English,"﻿1st Sunday, Mass at 10",,,﻿Huron County,﻿Huron County,﻿Norwalk,﻿Norwalk,﻿OH,﻿OH,41.239444,-82.62,,,,﻿edm_quinn_901,﻿Rev.,﻿Edmund Quin,,,﻿Dw. at Tiffin,,,,,1833,"﻿https://en.wikipedia.org/wiki/St._Peter_Catholic_Church_(Norwalk,_Ohio)",,,﻿,﻿,Cincinnati,Cincinnati
﻿col.oh.9000,﻿church,﻿St. Lewis Bertand,English,,,,﻿Perry County,﻿Perry County,﻿Rohoboth,﻿Rehoboth,﻿OH,﻿OH,39.7429558,-82.19160705,,"﻿attended from St. Joseph's, Somerset",,﻿#REF!,,,,,,,,,,1833,﻿https://columbuscatholic.org/system/resources/W1siZiIsIjIwMjQvMDYvMDQvNmpxNXd4dW55Z19DUlNfMjAxMl8xMC5wZGYiXV0/CRS_2012_10.pdf,,,﻿,﻿,Cincinnati,Cincinnati
﻿col.oh.0024,﻿church,﻿St. Barnabas,English,﻿2nd Sunday,,,﻿Morgan County,﻿Perry County,,﻿Crooksville,﻿OH,﻿OH,39.73489492,-82.03843154,,﻿attended from St. Joseph's,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Cincinnati,Cincinnati
﻿col.oh.9001,﻿church,﻿St. Dominick,English,﻿1st Sunday,,,﻿Guernsey County,,﻿Barnsville,,﻿OH,,39.98784333,-81.18147881,,,,﻿ric_p_miles_001,﻿Rev.,﻿R. P. Miles,,,﻿Dw. at Zanesville,,,,,1833,,,,﻿,﻿,Cincinnati,Cincinnati
﻿col.oh.0023,﻿church,﻿St. Luke's,English,﻿2nd Sunday of 2d month,,,﻿Knox County,﻿Knox County,﻿Danville,﻿Danville,﻿OH,﻿OH,40.44785521,-82.26083151,,﻿served from St. Joseph's,,﻿#REF!,,,,,,,,,,1833,﻿https://www.facebook.com/STLKCD/,,,﻿,﻿,Cincinnati,Cincinnati
