instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
﻿nash.tn.9000,﻿church,not recorded,English,,,,,,﻿Nashville,,﻿TN,,﻿36.16652078,﻿-86.78395778,,,,﻿#REF!,,,,,,,,,,1833,,,,﻿,﻿,Bardstown,Bardstown
