instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,attendingChurchNote,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,year,diocese
﻿nes.wa.0001,﻿church,﻿St. Augustine and St. James' Cathedral,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.630699,-122.6733285,,,,,﻿a_m_blanchet_001,﻿Rt. Rev.,﻿A. M. A. Blanchet,,,,,,,1867.0,Nesqualy
﻿nes.wa.0001,﻿church,﻿St. Augustine and St. James' Cathedral,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.630699,-122.6733285,,,,,﻿aeg_junger_001,﻿Rev.,﻿Aegidius Junger,,,,,,,1867.0,Nesqualy
﻿nes.wa.0001,﻿church,﻿St. Augustine and St. James' Cathedral,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.630699,-122.6733285,,,,,﻿p_a_mans_001,﻿Rev.,﻿P. A. Mans,,,,,,,1867.0,Nesqualy
﻿nes.wa.0002,﻿church,not recorded,English,,,,,,﻿Cape Disappointment,﻿Cape Disappointment,﻿WA,,45.630699,-122.6733285,﻿nes.wa.0001,﻿attended from Vancouver,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0003,﻿church,not recorded,English,,,,,,﻿Chinook Point,﻿Chinook Point,﻿WA,,46.2898224,-124.06043190000001,﻿nes.wa.0001,﻿attended from Vancouver,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0004,﻿church,not recorded,English,,,,,,﻿Cascades,,﻿WA,,46.2514921,-123.9218144,﻿nes.wa.0001,﻿attended from Vancouver,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0005,﻿church,﻿St. Joseph's,English,﻿Indian mission,,,,﻿Yakima County,﻿Yakama,﻿Yakima,﻿WA,,47.751074100000004,-120.7401386,,,,,﻿ln_stonge_001,﻿Rev.,﻿L.N. Stonge,,,,,,,1867.0,Nesqualy
﻿nes.wa.0006,﻿church,﻿St. Francis Xavier's,English,,,,,﻿Cowlitz County,﻿Cowlitz,,﻿WA,,46.6066643,-120.5038855,,,,,﻿ch_a_richard_001,﻿Rev.,﻿Ch. A. Richard,,,,,,,1867.0,Nesqualy
﻿nes.wa.0007,﻿church,﻿Immaculate Conception,English,,,,,﻿Pierce County,﻿Steilacoom,﻿Steilacoom,﻿WA,,46.30363867,-122.79063529999999,,,,,﻿j_b_brondel_001,﻿Rev.,﻿J. B. A. Brondel,,,,,,,1867.0,Nesqualy
﻿nes.wa.0008,﻿church,not recorded,English,,,,,﻿Grays Harbor,﻿Gray's Harbor,,﻿WA,,47.1711826,-122.59508429999998,﻿nes.wa.0006,﻿attended from Cowlitz,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0009,﻿church,﻿St. Michael's,English,,,,,﻿Thurston County,﻿Olympia,﻿Olympia,﻿WA,,46.93972649,-123.99402620000001,﻿nes.wa.0007,﻿attended from Steilacoom,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0010,﻿church,not recorded,English,,,,,﻿King County,﻿Seattle,﻿Seattle,﻿WA,,47.040836,-122.885902,﻿nes.wa.0007,﻿attended from Steilacoom,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0011,﻿church,not recorded,English,,,,,﻿Jefferson County,﻿Port Townsend,﻿Port Townsend,﻿WA,,47.6061389,-122.33284809999999,,,,,﻿fx_préfontaine_001,﻿Rev.,﻿F.X. Préfontaine,,,,,,,1867.0,Nesqualy
﻿nes.wa.0012,﻿church,not recorded,English,,,,,﻿Clallam County,﻿New Dungenness,﻿Dungeness,﻿WA,,48.1170387,-122.7604472,﻿nes.wa.0011,﻿attended from Port Townsend,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0013,﻿church,not recorded,English,,,,,﻿Clallam County,﻿Port Angeles,﻿Port Angeles,﻿WA,,47.751074100000004,-120.7401386,﻿nes.wa.0011,﻿attended from Port Townsend,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0014,﻿church,not recorded,English,,,,,﻿Island County,﻿Whitby Island,﻿Whidbey Island,﻿WA,,48.118146,-123.4307413,﻿nes.wa.0011,﻿attended from Port Townsend,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0015,﻿church,not recorded,English,,,,,﻿Kitsap County,﻿Port Gamble,﻿Port Gamble,﻿WA,,47.9982761,-122.43950259999998,﻿nes.wa.0011,﻿attended from Port Townsend,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0016,﻿church,not recorded,English,,,,,,﻿Port Madison,﻿Port Madison,﻿WA,,47.8542606,-122.5837581,﻿nes.wa.0007,﻿attended from Steilacoom,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0017,﻿church,not recorded,English,,﻿San Juan Island,,,,﻿Penn's Cove,﻿Penn Cove,﻿WA,,47.702778,-122.52305600000001,﻿nes.wa.0011,﻿attended from Port Townsend,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0018,﻿church,﻿St. Ann's,English,﻿Indian Reservation,,,,,﻿Tulalip,﻿Tulalip Bay,﻿WA,,48.22082002,-122.6901321,,,,,﻿e_c_chirouze_001,﻿Rev.,﻿E. C. Chirouze,,,,,,,1867.0,Nesqualy
﻿nes.wa.0018,﻿church,﻿St. Ann's,English,﻿Indian Reservation,,,,,﻿Tulalip,﻿Tulalip Bay,﻿WA,,48.06182075,-122.27732560000001,,,,,﻿‒_beaudre_001,﻿Rev.,﻿‒ Beaudre,﻿O.M.I.,,,,,,1867.0,Nesqualy
﻿nes.wa.0019,﻿church,﻿St. Joachim's,English,,﻿Lummy's Indian Reservation,,,,,,﻿WA,,48.06182075,-122.27732560000001,﻿nes.wa.0018,﻿attended from St. Ann's,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0020,﻿church,﻿St. Peter's,English,,﻿Lummy's Indian Reservation,,,,,,﻿WA,,47.751074100000004,-120.7401386,﻿nes.wa.0018,﻿attended from St. Ann's,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0021,﻿church,﻿St. Patrick's,English,,,,,﻿Walla Walla County,﻿Walla Walla,﻿Walla Walla,﻿WA,,47.751074100000004,-120.7401386,,,,,﻿j_b_brouillet_001,﻿Very Rev.,﻿J. B. A. Brouillet,,﻿V.G.,,,,,1867.0,Nesqualy
﻿nes.wa.0022,﻿church,﻿St. Rosa's,English,,,,,﻿Walla Walla County,﻿Walla Walla,﻿Walla Walla,﻿WA,,46.063383,-118.3440252,﻿nes.wa.0021,﻿attended from Walla Walla,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0022,﻿church,﻿St. Rosa's,English,,,,,﻿Walla Walla County,﻿Lewiston,﻿Lewiston,﻿WA,,46.063383,-118.3440252,﻿nes.wa.0021,﻿attended from Walla Walla,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0022,﻿church,﻿St. Rosa's,English,,,,,﻿Walla Walla County,﻿Orofino,﻿Orofino,﻿WA,,46.063383,-118.3440252,﻿nes.wa.0021,﻿attended from Walla Walla,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0022,﻿church,﻿St. Rosa's,English,,,,,﻿Walla Walla County,﻿Elk City,﻿Elk City,﻿WA,,46.063383,-118.3440252,﻿nes.wa.0021,﻿attended from Walla Walla,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0022,﻿mission,﻿Sacred Heart,English,﻿Coeur d'Alène Mission,,,,﻿Walla Walla County,﻿Coeur d'Alène,﻿Coeur d'Alène,﻿WA,﻿ID,46.063383,-118.3440252,,,,,﻿jm_caruana_001,﻿Rev.,﻿J.M. Caruana,,,,,,,1867.0,Nesqualy
﻿nes.wa.0022,﻿mission,﻿Sacred Heart,English,﻿Coeur d'Alène Mission,,,,﻿Walla Walla County,﻿Coeur d'Alène,﻿Coeur d'Alène,﻿WA,,46.063383,-118.3440252,,,,,﻿g_gazoli_001,﻿Rev.,﻿G. Gazoli,﻿S.J.,,,,,,1867.0,Nesqualy
﻿nes.wa.0022,﻿mission,﻿Sacred Heart,English,﻿Coeur d'Alène Mission,,,,﻿Walla Walla County,﻿Spokan,﻿Spokane,﻿WA,,46.063383,-118.3440252,,﻿attended from Coeur d'Alène,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0023,﻿church,﻿St. Paul's,English,﻿Indian Mission,,,,﻿Stevens County,﻿Colville,﻿Colville,﻿WA,,46.063383,-118.3440252,,,,,﻿j_joset_001,﻿Rev.,﻿J. Joset,﻿S.J.,,,,,,1867.0,Nesqualy
﻿nes.wa.0024,﻿church,﻿Immaculate Conception,English,,,,,﻿Stevens County,﻿Colville,﻿Colville,﻿WA,,45.619336700000005,-122.53466470000001,,,,,﻿am_menotrey_001,﻿Rev.,﻿A.M. Menotrey,﻿S.J.,,,,,,1867.0,Nesqualy
﻿nes.wa.0025,﻿mission,﻿Old St. Ignatius' Mission,English,,,,,,﻿Kalispels,﻿Cusick,﻿WA,,45.6280277,-122.67386499999999,﻿nes.wa.0024,﻿attended from Colville,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0025,﻿mission,﻿St. Ignatius',English,﻿Pend'Oreille Mission,,,,,﻿Kalispels,﻿Cusick,﻿WA,,45.6280277,-122.67386499999999,,,,,﻿wj_grassi_001,﻿Very Rev.,﻿W.J. Grassi,,,,,,,1867.0,Nesqualy
﻿nes.wa.0025,﻿mission,﻿St. Ignatius',English,﻿Pend'Oreille Mission,,,,,﻿Kalispels,﻿Cusick,﻿WA,,45.6280277,-122.67386499999999,,,,,﻿jl_vanzina_001,﻿Rev.,﻿J.L. Vanzina,﻿S.J.,,,,,,1867.0,Nesqualy
﻿nes.wa.0025,﻿mission,﻿St. Ignatius',English,﻿Pend'Oreille Mission,,,,,﻿Cootenay,﻿Cusick,﻿WA,,45.6280277,-122.67386499999999,﻿nes.wa.0025,﻿attended from St. Ignatius,,,,,,,,,,,,1867.0,Nesqualy
﻿nes.wa.0025,﻿mission,﻿St. Ignatius',English,﻿Pend'Oreille Mission,,,,,﻿Blackfoot City,﻿Cusick,﻿WA,,45.6280277,-122.67386499999999,,,,,﻿r_d_ryckere_001,﻿Rev.,﻿R. De Ryckere,,,,,,,1867.0,Nesqualy
﻿nes.wa.0025,﻿mission,﻿St. Ignatius',English,﻿Pend'Oreille Mission,,,,,﻿Bitter Root,﻿Cusick,﻿WA,,45.6280277,-122.67386499999999,,,,,﻿r_d_ryckere_001,﻿Rev.,﻿R. De Ryckere,,,,,,,1867.0,Nesqualy
﻿nes.wa.0025,﻿mission,﻿St. Ignatius',English,﻿Pend'Oreille Mission,,,,,﻿Hellgate,﻿Cusick,﻿WA,,45.6280277,-122.67386499999999,,,,,﻿r_d_ryckere_001,﻿Rev.,﻿R. De Ryckere,,,,,,,1867.0,Nesqualy
﻿nes.wa.0025,﻿mission,﻿St. Ignatius',English,﻿Pend'Oreille Mission,,,,,﻿Reynold City,﻿Cusick,﻿WA,,45.6280277,-122.67386499999999,,,,,﻿r_d_ryckere_001,﻿Rev.,﻿R. De Ryckere,,,,,,,1867.0,Nesqualy
﻿nes.wa.0025,﻿mission,﻿St. Ignatius',English,﻿Pend'Oreille Mission,,,,,﻿Deer Lodge City,﻿Cusick,﻿WA,,45.6280277,-122.67386499999999,,,,,﻿r_d_ryckere_001,﻿Rev.,﻿R. De Ryckere,,,,,,,1867.0,Nesqualy
﻿nes.wa.0026,﻿college,﻿Holy Angels College,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.6280277,-122.67386499999999,,,,,﻿p_a_mans_001,﻿Rev.,﻿P. A. Mans,,﻿Prefect,,,,,1867.0,Nesqualy
﻿nes.wa.0026,﻿college,﻿Holy Angels College,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.6280277,-122.67386499999999,,,,,﻿l_boulet_001,﻿Mr.,﻿L. Boulet,,﻿Assistant,,,,,1867.0,Nesqualy
﻿nes.wa.0026,﻿college,﻿Holy Angels College,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.6280277,-122.67386499999999,,,,,﻿alp_valois_001,﻿Mr.,﻿Alph. Valois,,﻿Assistant,,,,,1867.0,Nesqualy
﻿nes.wa.0026,﻿convent,﻿Convent of the Sisters of Charity of the House of Providence,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.6280277,-122.67386499999999,,,,,,,,,,,﻿sister,﻿35 sisters,,1867.0,Nesqualy
﻿nes.wa.0027,﻿school,﻿Providence School,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.6280277,-122.67386499999999,,,,,,,,,,,,,﻿Conducted by the Sisters of Charity,1867.0,Nesqualy
﻿nes.wa.0028,﻿hospital,﻿St. Joseph's Hospital,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.6280277,-122.67386499999999,,,,,,,,,,,,,﻿Conducted by the Sisters of Charity,1867.0,Nesqualy
﻿nes.wa.0029,﻿asylum,﻿St. Gonovefa's Female Orphan Asylum,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.6280277,-122.67386499999999,,,,,,,,,,,﻿orphan,﻿63 females,﻿Conducted by the Sisters of Charity,1867.0,Nesqualy
﻿nes.wa.0030,﻿asylum,﻿St. Vincent's Male Orphan Asylum,English,,,,,﻿Clark County,﻿Vancouver,﻿Vancouver,﻿WA,,45.6280277,-122.67386499999999,,,,,,,,,,,﻿orphan,﻿63 males,﻿Conducted by the Sisters of Charity,1867.0,Nesqualy
﻿nes.wa.0031,﻿academy,﻿St. Vincent's Academy,English,,,,,﻿Walla Walla County,﻿Walla Walla,﻿Walla Walla,﻿WA,,45.6280277,-122.67386499999999,,,,,,,,,,,,,﻿Conducted by the Sisters of Charity,1867.0,Nesqualy
﻿nes.wa.0031,﻿school,﻿Providence School,English,,﻿Pend'Oreille Mission,,,﻿Walla Walla County,﻿Walla Walla,﻿Walla Walla,﻿WA,,45.6280277,-122.67386499999999,,,,,,,,,,,,,﻿Conducted by the Sisters of Charity,1867.0,Nesqualy
﻿nes.wa.0032,﻿academy,﻿St. Joseph's Academy,English,,,,,﻿Pierce County,﻿Steilacoom,﻿Steilacoom,﻿WA,,45.6280277,-122.67386499999999,,,,,,,,,,,,,﻿Conducted by the Sisters of Charity,1867.0,Nesqualy
﻿nes.wa.0033,﻿school,not recorded,English,﻿School at the Snohomish Mission,,,,﻿Snohomish County,﻿Tulalip,﻿Tulalip Bay,﻿WA,,45.6280277,-122.67386499999999,,,,,,,,,,,﻿boarders,"﻿50 Indian boys, boarders",﻿Conducted by the Reverend Father Oblates and Sisters of Charity,1867.0,Nesqualy
